Day,Time,Weather,Event,Bus_Capacity,Train_Arrival,Waiting_Passengers
3,10:40,1,1,45,0,38
3,07:55,4,1,45,0,129
3,17:00,2,1,45,0,10
3,09:00,2,1,45,0,41
3,10:40,4,1,45,0,58
3,12:50,4,0,45,0,45
3,07:50,2,0,45,1,12
3,17:20,3,0,45,0,104
3,09:05,3,0,45,0,53
3,08:40,4,1,45,1,225
3,11:30,1,1,45,0,94
3,11:20,4,1,45,1,180
3,07:50,2,1,45,1,173
3,12:50,3,1,45,0,62
3,08:30,4,0,45,1,155
3,08:00,1,1,45,1,41
3,08:30,1,1,45,1,225
3,08:30,3,0,45,1,183
3,08:20,2,0,45,1,144
3,17:20,3,0,45,0,57
3,11:10,1,1,45,1,225
3,08:40,1,1,45,1,225
3,14:00,2,1,45,1,116
3,08:10,3,1,45,1,105
3,10:30,3,0,45,0,57
3,08:55,4,1,45,0,54
3,10:40,2,1,45,0,176
3,07:55,1,1,45,0,134
3,09:00,4,0,45,0,14
3,17:00,4,0,45,0,6
3,13:10,4,1,45,0,186
3,08:45,4,1,45,1,79
3,08:55,1,0,45,0,132
3,10:40,1,1,45,0,140
3,08:40,4,0,45,1,225
3,10:50,4,0,45,0,32
3,08:15,1,0,45,1,225
3,08:35,4,0,45,1,225
3,14:10,3,1,45,1,179
3,13:10,3,0,45,0,57
3,12:50,1,1,45,0,25
3,11:20,1,0,45,1,148
3,14:10,3,1,45,1,198
3,10:50,1,0,45,0,151
3,09:05,1,0,45,0,33
3,17:00,2,0,45,0,30
3,11:30,2,0,45,0,19
3,13:40,4,1,45,0,189
3,11:10,4,1,45,1,225
3,13:10,2,0,45,0,92
3,12:50,3,0,45,0,45
3,08:30,1,1,45,1,225
3,08:25,1,1,45,1,225
3,07:55,3,1,45,0,119
3,08:05,4,0,45,1,189
3,16:00,1,0,45,0,37
3,09:00,4,0,45,0,58
3,13:40,4,1,45,0,101
3,08:15,4,1,45,1,225
3,12:50,2,1,45,0,162
3,17:40,1,1,45,0,94
3,08:55,3,0,45,0,141
3,11:20,2,1,45,1,193
3,09:05,4,0,45,0,72
3,08:30,1,1,45,1,225
3,09:00,1,1,45,0,165
3,13:10,3,0,45,0,59
3,08:20,1,1,45,1,225
3,08:25,2,0,45,1,162
3,10:50,3,0,45,0,104
3,15:00,4,1,45,0,36
3,08:40,2,1,45,1,225
3,10:50,3,0,45,0,113
3,07:55,4,0,45,0,145
3,15:00,2,0,45,0,43
3,14:20,2,1,45,1,222
3,08:40,2,1,45,1,225
3,10:30,4,0,45,0,90
3,15:00,4,0,45,0,24
3,15:00,3,0,45,0,24
3,10:50,2,1,45,0,162
3,08:10,3,0,45,1,85
3,16:00,2,1,45,0,12
3,14:10,2,0,45,1,102
3,08:35,3,0,45,1,225
3,16:00,1,1,45,0,12
3,11:10,4,1,45,1,114
3,07:55,2,0,45,0,140
3,07:55,4,0,45,0,116
3,08:20,3,1,45,1,225
3,13:40,1,0,45,0,147
3,13:10,4,0,45,0,164
3,10:30,1,1,45,0,98
3,08:35,3,0,45,1,225
3,09:00,3,1,45,0,138
3,15:00,1,0,45,0,40
3,16:00,3,0,45,0,21
3,09:05,2,1,45,0,83
3,08:55,2,1,45,0,195
3,08:05,2,1,45,1,191
3,08:25,1,0,45,1,225
3,14:00,3,0,45,1,95
3,09:00,1,0,45,0,69
3,10:40,2,1,45,0,84
3,08:15,3,0,45,1,225
3,14:00,3,1,45,1,104
3,11:00,3,0,45,0,33
3,08:00,4,0,45,1,123
3,08:55,3,0,45,0,83
3,14:20,4,1,45,1,225
3,14:10,3,0,45,1,92
3,14:10,2,0,45,1,168
3,08:30,4,0,45,1,225
3,13:10,4,0,45,0,25
3,09:05,3,1,45,0,54
3,11:00,1,0,45,0,43
3,08:15,4,0,45,1,225
3,08:45,4,1,45,1,225
3,08:30,3,0,45,1,225
3,16:00,1,1,45,0,16
3,17:00,2,0,45,0,5
3,08:40,3,1,45,1,225
3,08:10,2,1,45,1,225
3,13:10,2,1,45,0,170
3,08:15,1,0,45,1,208
3,11:10,1,0,45,1,98
3,08:05,3,0,45,1,135
3,13:10,4,1,45,0,80
3,12:50,1,1,45,0,159
3,13:10,2,1,45,0,101
3,17:40,2,1,45,0,35
3,10:40,1,1,45,0,101
3,09:05,3,1,45,0,49
3,17:20,1,0,45,0,57
3,10:40,2,1,45,0,191
3,08:35,2,1,45,1,225
3,16:00,2,1,45,0,39
3,08:15,4,0,45,1,225
3,08:20,1,0,45,1,183
3,17:20,3,0,45,0,114
3,12:50,2,1,45,0,28
3,08:10,4,0,45,1,225
3,13:10,2,1,45,0,49
3,08:55,2,1,45,0,136
3,08:35,1,1,45,1,225
3,08:25,2,1,45,1,225
3,13:30,3,1,45,0,117
3,08:30,4,0,45,1,184
3,17:00,4,0,45,0,27
3,07:55,1,0,45,0,67
3,08:55,1,0,45,0,104
3,17:00,4,0,45,0,18
3,08:50,4,0,45,0,93
3,11:30,1,1,45,0,29
3,10:40,4,1,45,0,82
3,08:30,4,0,45,1,212
3,08:30,2,1,45,1,225
3,07:55,1,0,45,0,40
3,11:30,3,0,45,0,49
3,08:25,2,0,45,1,225
3,08:15,1,0,45,1,225
3,08:00,4,0,45,1,23
3,08:15,4,1,45,1,225
3,10:40,3,1,45,0,96
3,17:00,2,1,45,0,15
3,11:20,1,1,45,1,224
3,17:40,3,1,45,0,33
3,08:45,3,0,45,1,121
3,13:40,4,1,45,0,173
3,17:20,1,0,45,0,132
3,10:50,4,0,45,0,141
3,12:50,2,1,45,0,167
3,12:50,1,1,45,0,168
3,10:40,3,1,45,0,149
3,11:10,4,0,45,1,61
3,07:50,2,1,45,1,190
3,15:00,3,0,45,0,10
3,08:05,4,1,45,1,225
3,08:25,2,1,45,1,207
3,14:00,2,0,45,1,154
3,08:55,1,1,45,0,136
3,08:25,2,0,45,1,225
3,08:55,2,1,45,0,36
3,08:35,2,0,45,1,225
3,08:15,1,1,45,1,225
3,17:20,2,1,45,0,97
3,08:15,1,0,45,1,225
3,08:15,4,1,45,1,225
3,10:40,3,1,45,0,174
3,12:50,1,0,45,0,128
3,07:50,1,1,45,1,143
3,07:55,4,0,45,0,77
3,09:05,4,1,45,0,61
3,17:40,2,0,45,0,23
3,12:50,2,0,45,0,120
3,07:55,1,0,45,0,112
3,14:20,4,1,45,1,225
3,08:10,1,0,45,1,17
3,13:30,2,1,45,0,101
3,12:50,3,0,45,0,112
3,07:55,1,1,45,0,17
3,11:00,4,1,45,0,84
3,08:00,1,1,45,1,93
3,14:30,4,0,45,0,78
3,08:00,1,0,45,1,20
3,17:40,3,0,45,0,16
3,10:50,3,1,45,0,27
3,17:40,2,1,45,0,61
3,08:35,1,0,45,1,222
3,13:30,3,0,45,0,104
3,14:20,3,0,45,1,158
3,10:30,2,1,45,0,68
3,08:45,2,1,45,1,150
3,16:00,2,1,45,0,21
3,08:15,3,0,45,1,165
3,08:00,2,0,45,1,121
3,08:15,1,1,45,1,225
3,08:45,4,0,45,1,225
3,11:20,2,0,45,1,124
3,17:00,2,0,45,0,17
3,09:00,1,1,45,0,83
3,08:00,2,0,45,1,132
3,11:10,3,0,45,1,141
3,16:00,4,0,45,0,7
3,17:00,4,1,45,0,10
3,17:40,4,1,45,0,88
3,17:00,4,0,45,0,7
3,08:25,1,1,45,1,218
4,08:20,1,0,45,1,225
4,10:30,4,1,45,0,104
4,10:30,2,0,45,0,69
4,13:30,1,1,45,0,107
4,14:00,2,0,45,1,129
4,08:10,3,1,45,1,185
4,12:50,4,0,45,0,97
4,12:50,1,1,45,0,68
4,14:30,3,0,45,0,14
4,09:00,3,0,45,0,85
4,13:10,2,1,45,0,48
4,17:00,4,0,45,0,43
4,14:10,3,0,45,1,139
4,17:00,1,0,45,0,28
4,12:50,2,1,45,0,107
4,11:00,4,1,45,0,132
4,08:50,1,0,45,0,92
4,08:35,2,0,45,1,225
4,08:10,3,0,45,1,27
4,11:10,2,1,45,1,225
4,13:40,3,1,45,0,90
4,14:20,4,0,45,1,147
4,11:10,4,0,45,1,144
4,11:10,4,1,45,1,110
4,08:15,4,0,45,1,210
4,14:00,3,1,45,1,196
4,08:20,1,0,45,1,225
4,08:40,4,1,45,1,225
4,08:50,4,1,45,0,120
4,08:45,1,1,45,1,78
4,08:50,2,0,45,0,99
4,15:00,2,0,45,0,9
4,08:35,3,0,45,1,140
4,08:50,1,1,45,0,150
4,08:35,3,1,45,1,225
4,17:20,1,0,45,0,93
4,08:00,1,0,45,1,206
4,10:40,4,0,45,0,15
4,08:30,3,1,45,1,225
4,09:00,4,0,45,0,103
4,07:55,4,0,45,0,157
4,17:40,2,1,45,0,41
4,08:25,2,1,45,1,225
4,08:50,1,0,45,0,111
4,13:40,2,0,45,0,145
4,10:40,3,1,45,0,143
4,11:00,2,1,45,0,106
4,11:20,2,1,45,1,206
4,08:50,4,1,45,0,132
4,10:40,2,1,45,0,94
4,08:40,4,1,45,1,225
4,08:55,3,0,45,0,32
4,08:40,1,0,45,1,225
4,08:10,1,0,45,1,106
4,14:00,2,1,45,1,208
4,09:05,3,1,45,0,55
4,11:30,4,1,45,0,97
4,11:00,3,1,45,0,116
4,08:35,1,1,45,1,225
4,08:20,4,0,45,1,225
4,13:10,4,1,45,0,52
4,08:40,4,0,45,1,225
4,08:55,3,0,45,0,128
4,08:00,1,0,45,1,64
4,16:00,4,1,45,0,35
4,08:20,1,0,45,1,225
4,08:00,1,1,45,1,96
4,10:30,3,0,45,0,137
4,14:00,4,1,45,1,222
4,09:05,3,1,45,0,70
4,10:50,2,0,45,0,69
4,09:00,1,1,45,0,22
4,09:05,1,1,45,0,104
4,14:30,4,0,45,0,65
4,12:50,1,0,45,0,79
4,09:00,2,1,45,0,45
4,14:00,2,1,45,1,158
4,11:30,1,1,45,0,70
4,11:30,2,0,45,0,13
4,14:10,4,1,45,1,110
4,08:00,2,1,45,1,218
4,10:50,4,0,45,0,164
4,07:55,3,0,45,0,103
4,13:40,3,0,45,0,31
4,11:20,3,1,45,1,216
4,08:00,2,0,45,1,44
4,11:10,2,1,45,1,195
4,11:00,3,0,45,0,53
4,14:00,1,1,45,1,203
4,14:10,3,1,45,1,57
4,14:10,2,1,45,1,152
4,17:40,1,1,45,0,25
4,08:30,4,0,45,1,225
4,08:40,4,1,45,1,225
4,10:30,3,1,45,0,166
4,08:00,1,0,45,1,176
4,15:00,1,0,45,0,44
4,15:00,3,1,45,0,33
4,08:30,4,1,45,1,225
4,07:55,2,1,45,0,150
4,14:10,4,0,45,1,130
4,08:15,2,1,45,1,192
4,14:10,3,0,45,1,161
4,13:30,3,0,45,0,100
4,08:05,4,0,45,1,106
4,09:05,1,0,45,0,55
4,16:00,3,0,45,0,35
4,08:35,2,0,45,1,225
4,17:00,4,1,45,0,45
4,10:30,1,0,45,0,109
4,16:00,3,1,45,0,24
4,08:25,2,0,45,1,225
4,14:20,2,0,45,1,145
4,11:30,3,1,45,0,32
4,08:45,2,1,45,1,111
4,10:40,3,1,45,0,13
4,09:05,3,1,45,0,59
4,07:55,2,0,45,0,129
4,09:00,3,1,45,0,46
4,14:30,3,0,45,0,25
4,08:45,2,0,45,1,52
4,08:30,3,0,45,1,156
4,08:55,1,0,45,0,14
4,09:00,2,1,45,0,49
4,11:30,2,1,45,0,25
4,13:40,2,0,45,0,75
4,14:30,2,1,45,0,65
4,14:00,1,1,45,1,133
4,08:15,3,1,45,1,213
4,15:00,1,0,45,0,14
4,11:30,3,1,45,0,73
4,08:25,2,1,45,1,225
4,08:45,2,0,45,1,124
4,08:05,3,1,45,1,151
4,11:20,1,1,45,1,225
4,11:20,3,0,45,1,118
4,10:40,4,1,45,0,185
4,14:20,4,0,45,1,127
4,07:55,4,1,45,0,35
4,11:00,1,0,45,0,109
4,08:50,2,1,45,0,118
4,12:50,1,1,45,0,221
4,08:00,4,1,45,1,141
4,14:20,1,0,45,1,170
4,09:05,1,0,45,0,35
4,08:50,2,0,45,0,84
4,14:00,3,0,45,1,51
4,17:20,2,0,45,0,150
4,09:05,4,0,45,0,68
4,08:55,1,1,45,0,140
4,07:55,3,1,45,0,144
4,08:10,4,1,45,1,74
4,09:05,2,1,45,0,39
4,07:50,4,1,45,1,190
4,08:55,3,0,45,0,103
4,11:10,4,1,45,1,207
4,16:00,3,1,45,0,15
4,15:00,3,1,45,0,29
4,08:00,2,1,45,1,112
4,08:05,3,1,45,1,177
4,10:30,1,0,45,0,172
4,08:25,3,0,45,1,209
4,09:05,3,1,45,0,30
4,08:20,1,0,45,1,225
4,13:30,1,0,45,0,21
4,08:30,4,1,45,1,225
4,17:20,2,1,45,0,24
4,11:10,2,1,45,1,107
4,14:10,3,0,45,1,89
4,09:05,4,0,45,0,61
4,08:35,3,1,45,1,225
4,11:20,4,1,45,1,225
4,16:00,4,1,45,0,42
4,17:20,4,0,45,0,101
4,08:55,4,0,45,0,82
4,07:50,4,1,45,1,148
4,13:10,4,1,45,0,198
4,08:30,3,1,45,1,225
4,11:20,2,0,45,1,174
4,08:45,1,1,45,1,215
4,17:00,2,0,45,0,25
4,15:00,4,0,45,0,24
4,08:20,3,1,45,1,225
4,08:05,1,0,45,1,72
4,11:00,4,0,45,0,106
4,07:50,2,1,45,1,177
4,08:40,4,1,45,1,225
4,17:40,3,0,45,0,47
4,08:45,1,1,45,1,154
4,17:20,3,0,45,0,60
4,11:00,2,0,45,0,63
4,08:50,2,0,45,0,78
4,07:55,1,1,45,0,79
4,09:05,4,0,45,0,30
4,08:35,3,1,45,1,225
4,08:15,3,0,45,1,225
4,13:30,4,0,45,0,61
4,08:10,2,0,45,1,157
4,08:35,1,1,45,1,225
4,09:05,1,0,45,0,79
4,12:50,1,1,45,0,124
4,13:40,1,0,45,0,25
4,08:25,3,0,45,1,170
4,17:20,1,0,45,0,18
4,17:00,1,1,45,0,17
4,08:35,1,0,45,1,225
4,10:30,3,1,45,0,37
4,16:00,1,0,45,0,22
4,08:45,2,1,45,1,115
4,13:30,4,1,45,0,127
4,11:30,1,0,45,0,74
4,08:30,4,0,45,1,225
4,08:20,2,1,45,1,225
4,17:40,4,1,45,0,39
4,10:40,2,0,45,0,120
4,14:20,1,1,45,1,197
4,07:50,3,0,45,1,13
4,08:05,4,0,45,1,67
4,13:40,2,1,45,0,98
4,14:10,4,1,45,1,225
4,08:55,3,1,45,0,28
4,16:00,2,0,45,0,14
4,10:50,1,1,45,0,153
4,13:30,1,1,45,0,85
4,08:20,3,0,45,1,225
4,13:30,2,1,45,0,159
4,08:20,3,0,45,1,225
4,08:30,4,0,45,1,225
4,09:05,1,0,45,0,60
4,07:55,3,1,45,0,101
4,08:15,2,1,45,1,179
4,08:50,4,1,45,0,146
4,17:20,1,0,45,0,73
4,07:55,2,0,45,0,39
4,08:00,3,0,45,1,25
4,12:50,2,1,45,0,137
4,14:20,2,1,45,1,198
4,08:05,3,1,45,1,55
4,08:10,1,1,45,1,188
4,08:00,2,1,45,1,35
4,10:50,4,0,45,0,111
4,17:00,1,0,45,0,7
4,11:20,1,1,45,1,225
4,17:40,2,1,45,0,49
4,08:35,2,0,45,1,225
4,08:40,2,0,45,1,225
4,14:20,2,1,45,1,154
4,17:00,4,1,45,0,6
4,09:00,1,0,45,0,43
4,17:20,2,1,45,0,41
4,08:15,2,1,45,1,225
4,10:40,4,0,45,0,11
4,08:05,1,0,45,1,113
4,11:20,3,0,45,1,125
4,11:00,4,0,45,0,135
4,08:40,1,1,45,1,225
4,16:00,4,1,45,0,24
4,08:55,3,1,45,0,86
4,08:30,2,0,45,1,225
4,10:40,4,1,45,0,121
4,08:10,3,0,45,1,28
4,09:05,2,0,45,0,69
4,10:30,2,0,45,0,73
4,08:10,4,0,45,1,147
4,08:40,1,0,45,1,225
4,08:45,1,0,45,1,94
4,11:10,3,0,45,1,153
4,15:00,2,0,45,0,21
4,09:00,1,0,45,0,54
4,17:40,2,1,45,0,71
4,11:20,1,1,45,1,225
4,13:40,2,0,45,0,19
4,17:00,3,1,45,0,32
4,14:10,4,1,45,1,121
4,10:40,1,0,45,0,81
4,13:10,3,0,45,0,44
4,09:05,3,1,45,0,74
4,15:00,4,1,45,0,37
4,12:50,1,0,45,0,95
4,10:50,1,1,45,0,204
4,08:25,3,0,45,1,137
4,12:50,2,1,45,0,52
4,09:00,3,1,45,0,143
4,13:30,1,1,45,0,16
4,15:00,4,0,45,0,32
4,13:40,1,1,45,0,140
4,08:10,4,0,45,1,225
4,15:00,3,1,45,0,39
4,10:30,3,0,45,0,126
4,16:00,4,1,45,0,18
4,08:05,1,0,45,1,98
4,08:40,2,1,45,1,225
4,09:05,2,1,45,0,19
4,13:30,1,0,45,0,52
4,08:25,3,0,45,1,225
4,10:50,1,0,45,0,73
4,08:35,1,0,45,1,225
4,07:50,3,1,45,1,42
4,09:05,1,1,45,0,16
4,08:50,1,0,45,0,127
4,08:30,2,1,45,1,225
4,14:20,3,1,45,1,155
4,11:00,4,0,45,0,100
4,08:40,2,0,45,1,225
4,08:30,4,1,45,1,225
4,11:10,3,0,45,1,123
4,08:10,3,1,45,1,77
4,11:30,2,0,45,0,43
4,08:25,2,1,45,1,225
4,17:00,3,0,45,0,36
4,14:00,1,0,45,1,121
4,12:50,2,0,45,0,39
4,08:35,1,1,45,1,225
4,15:00,2,1,45,0,39
4,10:50,3,1,45,0,79
4,08:05,3,1,45,1,85
4,17:20,2,0,45,0,12
4,08:35,3,0,45,1,225
4,11:10,2,0,45,1,187
4,08:15,1,1,45,1,225
4,09:05,1,1,45,0,104
4,08:10,1,1,45,1,168
4,11:10,1,0,45,1,129
4,09:00,4,0,45,0,67
4,15:00,4,0,45,0,22
4,07:55,2,0,45,0,117
4,17:00,2,1,45,0,42
4,08:55,2,1,45,0,16
4,09:00,2,0,45,0,86
4,09:05,3,1,45,0,75
4,14:00,4,1,45,1,190
4,08:05,1,0,45,1,81
4,15:00,1,0,45,0,18
4,10:40,4,0,45,0,162
4,14:30,3,1,45,0,77
4,10:50,1,0,45,0,73
4,15:00,2,0,45,0,44
4,09:00,3,1,45,0,184
4,08:05,2,0,45,1,223
4,07:50,3,1,45,1,88
4,10:40,4,0,45,0,92
4,15:00,2,1,45,0,13
4,09:00,3,0,45,0,135
4,11:10,2,1,45,1,163
4,14:20,2,1,45,1,163
4,07:55,2,1,45,0,75
4,11:30,1,0,45,0,35
4,11:10,2,1,45,1,117
4,08:05,2,1,45,1,54
4,07:50,1,1,45,1,35
4,08:50,1,1,45,0,134
4,14:30,3,0,45,0,57
4,08:30,1,1,45,1,225
4,17:20,2,0,45,0,143
4,07:50,3,0,45,1,75
4,13:10,3,0,45,0,41
4,13:10,2,0,45,0,139
4,08:25,4,0,45,1,225
4,08:45,4,1,45,1,224
4,17:20,3,0,45,0,55
4,15:00,1,1,45,0,12
4,08:00,1,0,45,1,204
4,13:30,4,1,45,0,143
4,14:30,4,0,45,0,48
4,13:10,2,0,45,0,139
4,17:20,2,0,45,0,15
4,07:50,1,1,45,1,170
4,11:30,2,0,45,0,49
4,14:30,3,0,45,0,61
4,16:00,4,0,45,0,8
4,14:10,3,0,45,1,156
4,08:30,4,1,45,1,225
4,17:00,1,0,45,0,12
4,07:50,4,1,45,1,225
4,10:40,4,1,45,0,116
4,17:40,1,1,45,0,85
4,13:30,1,0,45,0,59
4,09:00,1,0,45,0,140
4,08:15,1,1,45,1,225
4,11:10,1,0,45,1,148
4,17:00,2,1,45,0,20
4,09:00,1,1,45,0,82
4,10:40,4,1,45,0,202
4,11:30,3,0,45,0,28
4,16:00,4,1,45,0,31
4,17:40,4,1,45,0,82
4,13:10,4,1,45,0,36
4,08:50,2,1,45,0,136
4,10:50,3,0,45,0,49
4,10:50,3,1,45,0,60
4,17:20,4,0,45,0,88
4,09:05,4,0,45,0,66
4,09:00,3,1,45,0,39
4,08:00,2,0,45,1,176
4,08:30,3,0,45,1,225
4,09:05,3,0,45,0,31
4,08:55,2,0,45,0,86
4,11:00,4,0,45,0,124
4,07:50,1,0,45,1,202
4,08:55,3,1,45,0,74
4,16:00,3,0,45,0,41
4,15:00,3,1,45,0,36
4,08:35,2,0,45,1,225
4,17:20,4,1,45,0,64
4,07:50,2,1,45,1,101
4,08:10,2,1,45,1,126
4,08:30,4,0,45,1,222
4,09:05,2,0,45,0,69
4,08:35,3,1,45,1,225
4,15:00,2,0,45,0,20
4,08:30,1,1,45,1,225
4,08:40,1,1,45,1,225
4,07:55,3,1,45,0,144
4,08:35,2,1,45,1,225
4,08:40,3,1,45,1,225
4,08:20,1,0,45,1,225
4,13:30,4,0,45,0,56
4,07:50,2,1,45,1,60
4,08:20,3,0,45,1,225
4,14:30,3,0,45,0,33
4,10:30,2,0,45,0,146
4,14:20,2,1,45,1,225
4,14:00,2,1,45,1,211
4,13:30,3,0,45,0,30
4,14:20,2,0,45,1,151
4,08:00,4,1,45,1,192
4,08:20,4,1,45,1,225
4,14:20,1,1,45,1,225
4,08:40,4,0,45,1,225
4,10:50,3,0,45,0,51
4,13:30,2,0,45,0,109
4,11:00,3,1,45,0,46
4,08:30,4,1,45,1,225
4,15:00,4,0,45,0,27
4,08:45,2,1,45,1,225
4,07:55,2,1,45,0,52
4,08:45,3,1,45,1,74
4,17:00,4,0,45,0,43
4,14:10,4,1,45,1,225
4,11:20,3,0,45,1,102
4,08:25,3,0,45,1,225
4,14:30,1,1,45,0,36
4,11:30,4,0,45,0,77
4,14:00,3,0,45,1,137
4,11:00,1,1,45,0,182
4,08:05,2,0,45,1,120
4,14:20,1,1,45,1,199
4,09:00,1,0,45,0,159
4,10:40,4,1,45,0,129
4,14:00,3,1,45,1,88
4,17:00,3,0,45,0,26
4,08:10,1,1,45,1,225
4,15:00,1,1,45,0,25
4,10:30,2,0,45,0,142
4,09:00,3,0,45,0,20
4,11:20,2,0,45,1,165
4,08:20,3,0,45,1,159
4,17:40,3,1,45,0,32
4,09:05,2,1,45,0,71
4,14:10,4,0,45,1,152
4,15:00,1,1,45,0,23
4,12:50,3,0,45,0,127
4,17:20,4,0,45,0,148
4,12:50,3,1,45,0,150
4,08:55,2,1,45,0,120
4,08:40,3,1,45,1,225
4,13:30,3,1,45,0,81
4,11:10,2,1,45,1,171
4,09:00,2,0,45,0,26
4,17:40,1,1,45,0,71
4,15:00,3,1,45,0,11
4,08:50,2,0,45,0,83
4,11:10,3,1,45,1,150
4,10:30,4,0,45,0,77
4,17:00,3,0,45,0,22
4,14:30,1,0,45,0,76
4,07:55,1,1,45,0,146
4,16:00,4,1,45,0,21
4,08:25,1,1,45,1,225
4,11:10,4,0,45,1,183
4,08:30,4,1,45,1,225
4,08:30,2,0,45,1,174
4,08:10,2,1,45,1,154
4,17:40,3,0,45,0,59
4,14:00,4,0,45,1,176
4,08:25,4,0,45,1,210
4,11:30,4,1,45,0,72
4,10:40,4,0,45,0,161
4,17:00,4,1,45,0,9
4,07:50,1,0,45,1,24
4,13:10,3,0,45,0,57
4,15:00,1,0,45,0,13
4,13:30,4,1,45,0,24
4,14:20,2,0,45,1,121
4,08:40,4,1,45,1,225
4,17:00,4,1,45,0,6
4,13:40,4,1,45,0,123
4,10:50,3,1,45,0,175
4,08:05,2,0,45,1,219
4,08:15,3,1,45,1,225
4,17:20,4,0,45,0,23
4,08:10,1,1,45,1,87
4,15:00,1,1,45,0,39
4,16:00,1,1,45,0,17
4,11:30,1,0,45,0,83
4,08:00,3,1,45,1,120
4,11:20,2,0,45,1,114
4,08:35,1,0,45,1,225
4,11:20,4,1,45,1,213
4,13:40,1,1,45,0,43
4,10:30,3,1,45,0,140
4,08:25,1,1,45,1,225
4,08:25,2,0,45,1,221
4,08:15,4,1,45,1,225
4,17:40,2,1,45,0,55
4,08:05,2,1,45,1,195
4,08:25,2,0,45,1,168
4,08:35,3,0,45,1,225
4,17:40,3,0,45,0,60
4,14:30,2,0,45,0,22
4,08:30,4,1,45,1,225
4,07:50,3,0,45,1,83
4,11:30,2,0,45,0,40
4,09:00,3,1,45,0,145
4,11:10,3,1,45,1,198
4,16:00,3,0,45,0,10
4,10:50,3,1,45,0,161
4,14:10,1,1,45,1,225
4,16:00,2,1,45,0,12
4,15:00,4,0,45,0,6
4,07:55,1,0,45,0,119
4,12:50,3,0,45,0,140
4,09:00,2,1,45,0,136
4,09:05,2,1,45,0,67
4,17:00,4,0,45,0,19
4,08:50,4,1,45,0,149
4,16:00,4,0,45,0,28
4,13:10,4,1,45,0,14
4,08:10,2,1,45,1,224
4,08:05,2,1,45,1,105
4,08:40,1,0,45,1,225
4,17:00,2,0,45,0,41
4,11:00,3,0,45,0,128
4,08:40,3,0,45,1,225
4,11:10,2,0,45,1,136
4,08:55,4,0,45,0,62
4,13:40,3,1,45,0,22
4,08:25,4,1,45,1,225
4,10:50,1,0,45,0,19
4,13:30,2,1,45,0,133
4,08:25,2,0,45,1,225
4,11:30,2,0,45,0,39
4,14:00,1,1,45,1,88
4,15:00,4,0,45,0,24
4,08:35,1,0,45,1,225
4,17:20,3,0,45,0,85
4,17:00,4,0,45,0,39
4,12:50,1,1,45,0,98
4,08:25,1,0,45,1,225
4,09:05,1,1,45,0,19
4,14:20,1,1,45,1,156
4,11:20,1,1,45,1,225
4,08:05,3,1,45,1,24
4,07:55,4,1,45,0,136
4,16:00,4,1,45,0,6
4,17:00,3,0,45,0,25
4,13:30,3,0,45,0,40
4,07:55,2,0,45,0,71
4,08:10,1,0,45,1,74
4,08:35,1,1,45,1,225
4,13:40,4,0,45,0,162
4,10:40,2,0,45,0,32
4,17:20,3,0,45,0,28
4,10:30,3,0,45,0,44
4,17:40,2,1,45,0,58
4,14:30,1,0,45,0,63
4,08:10,2,0,45,1,45
4,08:45,3,1,45,1,129
4,08:15,2,1,45,1,225
4,14:10,1,1,45,1,156
4,08:40,4,1,45,1,225
4,08:45,2,0,45,1,210
4,11:20,1,1,45,1,225
4,08:10,1,1,45,1,112
4,17:00,3,1,45,0,15
4,09:05,2,1,45,0,15
4,13:10,2,1,45,0,104
4,08:25,4,0,45,1,225
4,14:10,3,1,45,1,146
4,14:20,4,0,45,1,172
4,14:00,1,1,45,1,145
4,11:30,1,1,45,0,94
4,08:25,4,0,45,1,225
4,16:00,4,0,45,0,20
4,12:50,1,0,45,0,129
4,09:00,3,1,45,0,145
4,17:20,4,0,45,0,50
4,10:30,2,0,45,0,123
4,15:00,3,0,45,0,6
4,13:30,1,1,45,0,125
4,08:50,3,0,45,0,80
4,08:20,1,0,45,1,225
4,10:30,4,1,45,0,36
4,14:10,2,1,45,1,212
4,10:30,3,1,45,0,82
4,14:30,2,1,45,0,34
4,08:05,1,1,45,1,42
4,10:40,3,0,45,0,142
4,08:55,1,1,45,0,122
4,15:00,3,1,45,0,36
4,10:30,4,1,45,0,190
4,12:50,3,1,45,0,123
4,09:00,4,1,45,0,35
4,14:00,4,1,45,1,203
4,13:30,1,0,45,0,87
4,08:00,1,1,45,1,218
4,11:20,4,1,45,1,163
4,14:20,2,1,45,1,167
4,07:55,4,1,45,0,173
4,08:30,1,0,45,1,206
4,13:30,3,1,45,0,181
4,09:00,3,0,45,0,10
4,14:30,1,1,45,0,15
4,08:35,1,0,45,1,225
4,10:30,1,1,45,0,159
4,08:05,3,1,45,1,166
4,13:30,4,0,45,0,66
4,08:45,4,0,45,1,105
4,14:20,3,1,45,1,142
4,14:10,4,0,45,1,183
4,08:20,1,1,45,1,225
4,08:35,3,1,45,1,217
4,09:00,1,1,45,0,40
4,11:20,1,0,45,1,132
4,08:25,1,0,45,1,225
4,14:20,4,1,45,1,171
4,10:40,3,1,45,0,24
4,08:10,3,1,45,1,33
4,14:30,2,1,45,0,19
4,08:20,3,1,45,1,225
4,17:00,2,1,45,0,25
4,08:20,4,1,45,1,197
4,17:00,3,1,45,0,7
4,08:00,2,1,45,1,216
